Car_id,Date,Gender,Annul_Income,Company,Model,Transmission,Color,Price,Body_Style,Dealer_Region
C_CND_022013,2023-12-01,Female,593000,Subaru,Forester,Auto,Black,22000,Hardtop,Pasco
C_CND_022014,2023-12-01,Male,810000,Pontiac,Sunfire,Manual,Pale White,43001,Sedan,Middletown
C_CND_022015,2023-12-01,Male,1535000,Chrysler,Concorde,Auto,Pale White,46500,Hardtop,Austin
C_CND_022016,2023-12-01,Male,5200000,Nissan,Pathfinder,Auto,Pale White,46000,Hardtop,Greenville
C_CND_022017,2023-12-01,Male,765000,Oldsmobile,Silhouette,Manual,Pale White,14000,Sedan,Pasco
C_CND_022018,2023-12-01,Male,973000,Acura,Tl,Auto,Pale White,29001,Hatchback,Janesville
C_CND_022019,2023-12-01,Male,1845000,Mercury,Grand Marquis,Manual,Pale White,71501,Suv,Scottsdale
C_CND_022020,2023-12-01,Male,1535000,Lexus,Gs300,Manual,Pale White,17501,Passenger,Austin
C_CND_022021,2023-12-01,Male,2005000,Chrysler,300M,Auto,Pale White,22501,Suv,Janesville
C_CND_022022,2023-12-01,Male,13500,Mercedes-B,Sl-Class,Manual,Black,38000,Hardtop,Janesville
C_CND_022023,2023-12-01,Male,1500000,Oldsmobile,Bravada,Auto,Pale White,19000,Hatchback,Janesville
C_CND_022024,2023-12-01,Male,260000,Toyota,Rav4,Auto,Pale White,27000,Hatchback,Scottsdale
C_CND_022025,2023-12-01,Male,13500,Chevrolet,Camaro,Auto,Pale White,24000,Sedan,Austin
C_CND_022026,2023-12-01,Male,1390000,Porsche,Carrera Cabrio,Auto,Pale White,32000,Passenger,Middletown
C_CND_022027,2023-12-01,Male,940000,Jeep,Cherokee,Auto,Pale White,36000,Sedan,Aurora
C_CND_022028,2023-12-01,Male,622000,Porsche,Carrera Coupe,Manual,Black,16000,Hardtop,Middletown
C_CND_022029,2023-12-01,Male,13500,Buick,Regal,Auto,Black,19000,Passenger,Pasco
C_CND_022030,2023-12-01,Female,3050000,Chevrolet,Malibu,Manual,Pale White,41000,Hardtop,Pasco
C_CND_022031,2023-12-01,Male,296000,Mercury,Grand Marquis,Auto,Black,19000,Suv,Scottsdale
C_CND_022032,2023-12-01,Male,1350000,Mercedes-B,S-Class,Manual,Black,85000,Suv,Austin
C_CND_022033,2023-12-01,Female,1210000,Ford,Focus,Manual,Pale White,17000,Hardtop,Austin
C_CND_022034,2023-12-01,Male,13500,Dodge,Durango,Manual,Pale White,27000,Suv,Aurora
C_CND_022035,2023-12-01,Male,925000,Chevrolet,Prizm,Manual,Black,16001,Hardtop,Aurora
C_CND_022036,2023-12-01,Male,1875000,Toyota,Corolla,Manual,Pale White,22500,Passenger,Pasco
C_CND_022037,2023-12-01,Male,1060000,Chevrolet,Malibu,Auto,Black,16000,Hardtop,Austin
C_CND_022038,2023-12-01,Male,680000,Infiniti,I30,Manual,Pale White,22000,Hardtop,Aurora
C_CND_022039,2023-12-01,Male,770000,Volvo,S40,Manual,Pale White,17000,Sedan,Austin
C_CND_022040,2023-12-01,Male,13500,Oldsmobile,Cutlass,Auto,Pale White,41000,Sedan,Middletown
C_CND_022041,2023-12-01,Male,13500,Porsche,Carrera Cabrio,Auto,Pale White,32000,Passenger,Aurora
C_CND_022042,2023-12-01,Female,480000,Nissan,Pathfinder,Auto,Pale White,21000,Hardtop,Austin
C_CND_022043,2023-12-01,Female,660000,Plymouth,Neon,Manual,Black,29000,Suv,Pasco
C_CND_022044,2023-12-01,Female,720000,Saturn,Sc,Auto,Pale White,12000,Hardtop,Janesville
C_CND_022045,2023-12-01,Female,296000,Lexus,Ls400,Auto,Pale White,27000,Sedan,Scottsdale
C_CND_022046,2023-12-01,Male,766000,Chevrolet,Lumina,Manual,Black,42000,Passenger,Austin
C_CND_022047,2023-12-01,Male,885000,Chevrolet,Prizm,Auto,Black,16000,Hardtop,Scottsdale
C_CND_022048,2023-12-01,Male,630000,Jeep,Wrangler,Manual,Pale White,13000,Hatchback,Aurora
C_CND_022049,2023-12-01,Male,13500,Bmw,328I,Auto,Black,18000,Sedan,Greenville
C_CND_022050,2023-12-01,Male,950000,Ford,Mustang,Auto,Pale White,22000,Hatchback,Pasco
C_CND_022051,2023-12-01,Male,13500,Mercedes-B,E-Class,Auto,Pale White,15000,Sedan,Janesville
C_CND_022052,2023-12-01,Male,810000,Chrysler,Town & Country,Auto,Pale White,42000,Sedan,Scottsdale
C_CND_022053,2023-12-01,Female,815000,Volvo,C70,Manual,Pale White,24000,Hatchback,Austin
C_CND_022054,2023-12-01,Male,2500000,Lexus,Gs300,Manual,Black,51000,Passenger,Aurora
C_CND_022055,2023-12-01,Male,710000,Mercedes-B,S-Class,Auto,Pale White,10000,Suv,Scottsdale
C_CND_022056,2023-12-01,Male,13500,Mercury,Mountaineer,Auto,Pale White,21000,Hardtop,Janesville
C_CND_022057,2023-12-01,Male,655000,Mitsubishi,Diamante,Manual,Black,49000,Hatchback,Janesville
C_CND_022058,2023-12-01,Male,630000,Audi,A6,Manual,Black,15000,Suv,Scottsdale
C_CND_022059,2023-12-01,Male,1015000,Nissan,Sentra,Auto,Black,16500,Passenger,Austin
C_CND_022060,2023-12-01,Male,676000,Saturn,Ls,Auto,Pale White,45000,Sedan,Middletown
C_CND_022061,2023-12-01,Male,580000,Plymouth,Neon,Auto,Pale White,27000,Suv,Aurora
C_CND_022062,2023-12-01,Male,13500,Acura,Rl,Manual,Pale White,17000,Suv,Greenville
C_CND_022063,2023-12-01,Male,658000,Toyota,Sienna,Manual,Black,16000,Passenger,Pasco
C_CND_022064,2023-12-01,Male,500000,Toyota,Corolla,Auto,Pale White,41000,Passenger,Janesville
C_CND_022065,2023-12-01,Female,460000,Toyota,Camry,Auto,Pale White,31000,Hatchback,Scottsdale
C_CND_022066,2023-12-01,Male,560000,Dodge,Viper,Auto,Pale White,25000,Suv,Austin
C_CND_022067,2023-12-01,Male,13500,Mercedes-B,Slk230,Auto,Black,33000,Hatchback,Middletown
C_CND_022068,2023-12-01,Male,503000,Jeep,Grand Cherokee,Auto,Pale White,36000,Suv,Aurora
C_CND_022069,2023-12-01,Female,13500,Mitsubishi,Montero Sport,Auto,Pale White,39000,Hardtop,Austin
C_CND_022070,2023-12-01,Male,1002000,Hyundai,Elantra,Manual,Pale White,26200,Sedan,Pasco
C_CND_022071,2023-12-01,Male,1315000,Ford,Windstar,Auto,Pale White,31500,Sedan,Janesville
C_CND_022072,2023-12-01,Male,776000,Mercury,Mountaineer,Manual,Pale White,21000,Hardtop,Pasco
C_CND_022073,2023-12-01,Female,590000,Mitsubishi,Eclipse,Manual,Black,25000,Hardtop,Austin
C_CND_022074,2023-12-01,Male,1875000,Mercury,Mystique,Auto,Black,9500,Passenger,Middletown
C_CND_022075,2023-12-01,Male,1800000,Ford,Explorer,Auto,Pale White,41000,Hatchback,Aurora
C_CND_022076,2023-12-01,Female,510000,Mitsubishi,Montero Sport,Auto,Black,45000,Hardtop,Greenville
C_CND_022077,2023-12-01,Male,13500,Lexus,Es300,Auto,Black,16000,Hardtop,Pasco
C_CND_022078,2023-12-01,Male,610000,Honda,Accord,Auto,Pale White,19000,Sedan,Austin
C_CND_022079,2023-12-01,Male,811000,Honda,Civic,Manual,Black,43000,Hatchback,Middletown
C_CND_022080,2023-12-01,Male,620000,Jaguar,S-Type,Auto,Black,16000,Passenger,Aurora
C_CND_022081,2023-12-01,Male,13500,Ford,Ranger,Manual,Black,18001,Hardtop,Greenville
C_CND_022082,2023-12-01,Male,670000,Mercury,Cougar,Auto,Black,33000,Hatchback,Pasco
C_CND_022083,2023-12-01,Male,1050000,Infiniti,I30,Auto,Pale White,51001,Hardtop,Scottsdale
C_CND_022084,2023-12-01,Male,570000,Acura,Rl,Manual,Pale White,17000,Suv,Scottsdale
C_CND_022085,2023-12-01,Female,570000,Toyota,Sienna,Manual,Black,12000,Passenger,Austin
C_CND_022086,2023-12-01,Male,593000,Volvo,S40,Auto,Pale White,42000,Sedan,Middletown
C_CND_022087,2023-12-01,Male,780000,Mitsubishi,Diamante,Auto,Pale White,21000,Hatchback,Aurora
C_CND_022088,2023-12-01,Male,555000,Volvo,V70,Auto,Black,39000,Passenger,Greenville
C_CND_022089,2023-12-01,Male,577000,Nissan,Quest,Manual,Black,19000,Suv,Pasco
C_CND_022090,2023-12-01,Female,13500,Chrysler,Lhs,Auto,Black,26000,Hatchback,Janesville
C_CND_022091,2023-12-01,Female,766000,Honda,Accord,Manual,Black,43000,Sedan,Scottsdale
C_CND_022092,2023-12-01,Female,1160000,Nissan,Maxima,Manual,Pale White,54000,Sedan,Austin
C_CND_022093,2023-12-01,Female,910000,Dodge,Durango,Auto,Red,22000,Suv,Middletown
C_CND_022094,2023-12-01,Male,13500,Mercury,Grand Marquis,Manual,Red,71000,Suv,Aurora
C_CND_022095,2023-12-01,Female,1025000,Chevrolet,Camaro,Auto,Pale White,17500,Sedan,Greenville
C_CND_022096,2023-12-01,Male,695000,Chevrolet,Prizm,Auto,Red,25001,Hardtop,Pasco
C_CND_022097,2023-12-01,Male,1200000,Volvo,C70,Manual,Pale White,24000,Hatchback,Janesville
C_CND_022098,2023-12-01,Female,490000,Chevrolet,Metro,Auto,Pale White,19000,Passenger,Scottsdale
C_CND_022099,2023-12-01,Male,1210000,Jaguar,S-Type,Manual,Pale White,20000,Passenger,Austin
C_CND_022100,2023-12-01,Male,1905000,Chrysler,Cirrus,Auto,Red,12500,Passenger,Janesville
C_CND_022101,2023-12-02,Male,887000,Dodge,Neon,Manual,Red,19000,Hardtop,Middletown
C_CND_022102,2023-12-02,Male,865000,Acura,Tl,Auto,Black,28001,Hatchback,Aurora
C_CND_022103,2023-12-02,Male,1530000,Ford,Crown Victoria,Manual,Pale White,20001,Passenger,Greenville
C_CND_022104,2023-12-02,Male,1100000,Lexus,Ls400,Auto,Black,22001,Sedan,Pasco
C_CND_022105,2023-12-02,Male,13500,Ford,F-Series,Manual,Pale White,14001,Passenger,Janesville
C_CND_022106,2023-12-02,Male,1001000,Chevrolet,Camaro,Auto,Black,41101,Sedan,Scottsdale
C_CND_022107,2023-12-02,Male,13500,Volvo,S70,Auto,Black,26000,Hardtop,Aurora
C_CND_022108,2023-12-02,Male,2225000,Cadillac,Seville,Manual,Pale White,22500,Hardtop,Austin
C_CND_022109,2023-12-02,Female,563500,Cadillac,Catera,Auto,Pale White,75501,Hatchback,Aurora
C_CND_022110,2023-12-02,Male,1950000,Dodge,Caravan,Auto,Red,19000,Hardtop,Middletown
C_CND_022111,2023-12-02,Male,520000,Dodge,Viper,Auto,Red,41001,Suv,Pasco
C_CND_022112,2023-12-02,Male,2550000,Saturn,Sc,Manual,Red,61000,Hardtop,Aurora
C_CND_022113,2023-12-02,Male,830000,Mitsubishi,Montero Sport,Auto,Pale White,53000,Hardtop,Greenville
C_CND_022114,2023-12-02,Male,13500,Cadillac,Escalade,Auto,Pale White,38001,Sedan,Austin
C_CND_022115,2023-12-02,Female,920000,Chrysler,300M,Auto,Red,16001,Suv,Middletown
C_CND_022116,2023-12-02,Male,1220000,Oldsmobile,Aurora,Manual,Red,71001,Passenger,Aurora
C_CND_022117,2023-12-02,Male,970000,Saab,3-Sep,Auto,Black,26001,Sedan,Greenville
C_CND_022118,2023-12-02,Male,13500,Toyota,Land Cruiser,Auto,Black,21001,Suv,Pasco
C_CND_022119,2023-12-02,Male,620000,Dodge,Ram Pickup,Manual,Pale White,16000,Hardtop,Janesville
C_CND_022120,2023-12-02,Female,703000,Lexus,Ls400,Manual,Black,69001,Sedan,Scottsdale
C_CND_022121,2023-12-02,Female,1575000,Ford,Crown Victoria,Auto,Red,29500,Passenger,Austin
C_CND_022122,2023-12-02,Male,13500,Oldsmobile,Cutlass,Auto,Pale White,46000,Sedan,Middletown
C_CND_022123,2023-12-02,Male,13500,Honda,Passport,Manual,Pale White,27000,Hardtop,Janesville
C_CND_022124,2023-12-02,Male,1850000,Buick,Lesabre,Manual,Black,20000,Sedan,Greenville
C_CND_022125,2023-12-02,Male,475000,Mercury,Grand Marquis,Auto,Black,9001,Suv,Pasco
C_CND_022126,2023-12-02,Female,823000,Jeep,Grand Cherokee,Manual,Pale White,15000,Suv,Janesville
C_CND_022127,2023-12-02,Male,820000,Mitsubishi,Diamante,Manual,Red,19000,Hatchback,Scottsdale
C_CND_022128,2023-12-02,Male,13500,Buick,Regal,Auto,Black,19000,Passenger,Austin
C_CND_022129,2023-12-02,Male,2160000,Ford,Focus,Manual,Black,49000,Hardtop,Austin
C_CND_022130,2023-12-02,Male,2000000,Dodge,Caravan,Auto,Black,23000,Hardtop,Aurora
C_CND_022131,2023-12-02,Female,1960000,Cadillac,Eldorado,Auto,Black,60000,Passenger,Greenville
C_CND_022132,2023-12-02,Male,1470000,Ford,Windstar,Auto,Pale White,19000,Sedan,Pasco
C_CND_022133,2023-12-02,Male,981000,Mitsubishi,Diamante,Auto,Pale White,21000,Hatchback,Janesville
C_CND_022134,2023-12-02,Male,430000,Honda,Cr-V,Auto,Red,12000,Suv,Scottsdale
C_CND_022135,2023-12-02,Female,1200000,Volkswagen,Gti,Auto,Pale White,20000,Suv,Austin
C_CND_022136,2023-12-02,Male,362000,Mercury,Cougar,Auto,Black,33000,Hatchback,Middletown
C_CND_022137,2023-12-02,Male,380000,Infiniti,I30,Auto,Pale White,51000,Hardtop,Austin
C_CND_022138,2023-12-02,Male,1197000,Oldsmobile,Silhouette,Auto,Black,60700,Sedan,Greenville
C_CND_022139,2023-12-02,Male,1690000,Ford,Expedition,Manual,Black,10000,Suv,Pasco
C_CND_022140,2023-12-02,Male,447000,Mitsubishi,3000Gt,Auto,Red,19001,Sedan,Janesville
C_CND_022141,2023-12-02,Male,13500,Ford,Expedition,Manual,Red,22000,Suv,Greenville
C_CND_022142,2023-12-02,Male,930000,Lexus,Rx300,Manual,Black,18000,Hardtop,Middletown
C_CND_022143,2023-12-02,Male,13500,Mercury,Mountaineer,Auto,Pale White,21000,Hardtop,Aurora
C_CND_022144,2023-12-02,Male,999000,Saturn,Ls,Auto,Pale White,51000,Sedan,Scottsdale
C_CND_022145,2023-12-02,Male,752500,Mercury,Mystique,Auto,Red,29500,Passenger,Austin
C_CND_022146,2023-12-02,Male,365000,Chevrolet,Prizm,Auto,Red,15000,Hardtop,Greenville
C_CND_022147,2023-12-02,Male,13500,Lexus,Ls400,Manual,Black,69000,Sedan,Scottsdale
C_CND_022148,2023-12-02,Male,456000,Nissan,Pathfinder,Auto,Red,31000,Hardtop,Austin
C_CND_022149,2023-12-02,Male,13500,Dodge,Neon,Manual,Red,19000,Hardtop,Janesville
C_CND_022150,2023-12-02,Male,2020000,Subaru,Forester,Auto,Black,22000,Hardtop,Scottsdale
C_CND_022151,2023-12-02,Male,13500,Jaguar,S-Type,Manual,Red,21000,Passenger,Greenville
C_CND_022152,2023-12-02,Female,390000,Chrysler,Sebring Coupe,Manual,Red,21000,Sedan,Pasco
C_CND_022153,2023-12-02,Female,740000,Nissan,Xterra,Manual,Red,31000,Passenger,Janesville
C_CND_022154,2023-12-02,Female,13500,Ford,Expedition,Manual,Black,18000,Suv,Scottsdale
C_CND_022155,2023-12-02,Male,283000,Bmw,323I,Auto,Red,19000,Hatchback,Austin
C_CND_022156,2023-12-02,Male,501000,Ford,Mustang,Manual,Red,43000,Hatchback,Middletown
C_CND_022157,2023-12-02,Male,13500,Mercury,Cougar,Manual,Red,22000,Hatchback,Aurora
C_CND_022158,2023-12-02,Male,415000,Mercedes-B,Slk,Manual,Pale White,17000,Passenger,Greenville
C_CND_022159,2023-12-02,Male,430000,Dodge,Durango,Manual,Pale White,27000,Suv,Pasco
C_CND_022160,2023-12-02,Male,439000,Toyota,Rav4,Manual,Pale White,22000,Hatchback,Janesville
C_CND_022161,2023-12-02,Male,861000,Lexus,Ls400,Manual,Black,69000,Sedan,Janesville
C_CND_022162,2023-12-02,Male,760000,Volvo,C70,Manual,Red,82000,Hatchback,Scottsdale
C_CND_022163,2023-12-02,Male,890000,Saturn,Lw,Manual,Red,49000,Hatchback,Austin
C_CND_022164,2023-12-02,Female,635000,Lexus,Es300,Auto,Pale White,27000,Hardtop,Janesville
C_CND_022165,2023-12-02,Male,370000,Cadillac,Catera,Auto,Pale White,75000,Hatchback,Aurora
C_CND_022166,2023-12-02,Male,957000,Mitsubishi,3000Gt,Auto,Red,19000,Sedan,Greenville
C_CND_022167,2023-12-02,Female,13500,Dodge,Ram Van,Auto,Red,31000,Hatchback,Pasco
C_CND_022168,2023-12-02,Male,13500,Mercury,Grand Marquis,Manual,Black,49000,Suv,Janesville
C_CND_022169,2023-12-02,Male,266000,Volvo,C70,Auto,Black,18000,Hatchback,Scottsdale
C_CND_022170,2023-12-02,Male,680000,Audi,A6,Manual,Black,85000,Suv,Austin
C_CND_022171,2023-12-02,Male,655000,Dodge,Dakota,Manual,Red,12000,Sedan,Middletown
C_CND_022172,2023-12-02,Male,13500,Lexus,Lx470,Auto,Pale White,15000,Suv,Aurora
C_CND_022173,2023-12-02,Male,570000,Mercedes-B,S-Class,Auto,Black,39000,Suv,Greenville
C_CND_022174,2023-12-02,Male,945000,Lexus,Ls400,Auto,Black,39000,Sedan,Pasco
C_CND_022175,2023-12-02,Male,615000,Plymouth,Breeze,Manual,Pale White,16000,Hardtop,Austin
C_CND_022176,2023-12-02,Female,13500,Dodge,Viper,Auto,Red,41000,Suv,Scottsdale
C_CND_022177,2023-12-02,Male,13500,Volkswagen,Jetta,Auto,Black,22000,Passenger,Austin
C_CND_022178,2023-12-02,Male,13500,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Janesville
C_CND_022179,2023-12-02,Male,1908000,Hyundai,Sonata,Manual,Black,20800,Suv,Scottsdale
C_CND_022180,2023-12-02,Male,955000,Dodge,Durango,Auto,Black,19000,Suv,Austin
C_CND_022181,2023-12-02,Male,606000,Ford,Expedition,Manual,Red,22000,Suv,Scottsdale
C_CND_022182,2023-12-02,Male,1055000,Chevrolet,Malibu,Auto,Red,21501,Hardtop,Janesville
C_CND_022183,2023-12-02,Male,950000,Chrysler,Concorde,Auto,Pale White,46001,Hardtop,Austin
C_CND_022184,2023-12-02,Male,780000,Volkswagen,Jetta,Auto,Red,19000,Passenger,Aurora
C_CND_022185,2023-12-02,Male,925000,Bmw,528I,Manual,Black,21000,Suv,Greenville
C_CND_022186,2023-12-02,Female,825000,Mitsubishi,Eclipse,Auto,Black,27001,Hardtop,Greenville
C_CND_022187,2023-12-02,Male,1076000,Chevrolet,Prizm,Auto,Red,15601,Hardtop,Scottsdale
C_CND_022188,2023-12-02,Male,820000,Nissan,Altima,Auto,Pale White,20000,Hatchback,Scottsdale
C_CND_022189,2023-12-02,Male,850000,Toyota,Celica,Manual,Pale White,14000,Suv,Austin
C_CND_022190,2023-12-02,Male,900000,Saturn,Ls,Auto,Pale White,51000,Sedan,Middletown
C_CND_022191,2023-12-02,Male,900000,Mercedes-B,E-Class,Auto,Pale White,31000,Sedan,Aurora
C_CND_022192,2023-12-02,Male,740000,Pontiac,Grand Am,Auto,Red,19000,Suv,Greenville
C_CND_022193,2023-12-02,Male,721000,Saturn,Lw,Manual,Pale White,13000,Hatchback,Pasco
C_CND_022194,2023-12-02,Female,341000,Chevrolet,Prizm,Manual,Black,44001,Hardtop,Austin
C_CND_022195,2023-12-02,Male,1760000,Volkswagen,Passat,Auto,Pale White,32000,Hatchback,Scottsdale
C_CND_022196,2023-12-02,Female,1085000,Volvo,S40,Auto,Red,29500,Sedan,Austin
C_CND_022197,2023-12-02,Male,5200000,Mercedes-B,Cl500,Manual,Black,22000,Suv,Middletown
C_CND_022198,2023-12-02,Female,982500,Dodge,Viper,Auto,Red,23500,Suv,Aurora
C_CND_022199,2023-12-02,Female,913600,Mitsubishi,Galant,Auto,Pale White,36600,Passenger,Greenville
C_CND_022200,2023-12-02,Female,13500,Pontiac,Bonneville,Auto,Red,19000,Hatchback,Pasco
C_CND_022201,2023-12-03,Male,446000,Mercedes-B,M-Class,Manual,Red,25000,Hardtop,Greenville
C_CND_022202,2023-12-03,Male,635000,Honda,Odyssey,Manual,Pale White,27001,Passenger,Janesville
C_CND_022203,2023-12-03,Female,430000,Dodge,Caravan,Auto,Black,23000,Hardtop,Aurora
C_CND_022204,2023-12-03,Male,637500,Chrysler,Sebring Coupe,Manual,Pale White,26501,Sedan,Austin
C_CND_022205,2023-12-03,Male,732000,Porsche,Carrera Coupe,Manual,Pale White,26000,Hardtop,Middletown
C_CND_022206,2023-12-03,Male,1160000,Hyundai,Accent,Manual,Black,18001,Hatchback,Aurora
C_CND_022207,2023-12-03,Female,1075000,Cadillac,Eldorado,Auto,Red,31501,Passenger,Greenville
C_CND_022208,2023-12-03,Female,535000,Toyota,Land Cruiser,Auto,Red,33001,Suv,Pasco
C_CND_022209,2023-12-03,Female,750000,Honda,Accord,Auto,Pale White,21001,Sedan,Janesville
C_CND_022210,2023-12-03,Male,13500,Toyota,4Runner,Manual,Black,25001,Sedan,Scottsdale
C_CND_022211,2023-12-03,Male,1470000,Cadillac,Seville,Manual,Black,44000,Hardtop,Austin
C_CND_022212,2023-12-03,Male,1600000,Pontiac,Bonneville,Manual,Black,36001,Hatchback,Middletown
C_CND_022213,2023-12-03,Female,13500,Mercedes-B,C-Class,Manual,Pale White,12001,Hatchback,Aurora
C_CND_022214,2023-12-03,Male,13500,Bmw,323I,Manual,Red,21001,Hatchback,Greenville
C_CND_022215,2023-12-03,Female,13500,Mercedes-B,C-Class,Manual,Pale White,17001,Hatchback,Pasco
C_CND_022216,2023-12-03,Female,387500,Chrysler,Concorde,Manual,Black,18500,Hardtop,Aurora
C_CND_022217,2023-12-03,Male,1177000,Cadillac,Eldorado,Auto,Red,31701,Passenger,Scottsdale
C_CND_022218,2023-12-03,Male,617500,Honda,Civic,Manual,Pale White,45500,Hatchback,Austin
C_CND_022219,2023-12-03,Male,479500,Chrysler,Sebring Coupe,Auto,Pale White,46500,Sedan,Middletown
C_CND_022220,2023-12-03,Male,2050000,Toyota,Celica,Auto,Pale White,31000,Suv,Aurora
C_CND_022221,2023-12-03,Female,13500,Toyota,Tacoma,Manual,Pale White,24000,Hardtop,Austin
C_CND_022222,2023-12-03,Male,13500,Dodge,Durango,Manual,Pale White,27000,Suv,Pasco
C_CND_022223,2023-12-03,Male,450000,Honda,Odyssey,Manual,Pale White,27000,Passenger,Janesville
C_CND_022224,2023-12-03,Female,300000,Honda,Cr-V,Auto,Pale White,22000,Suv,Scottsdale
C_CND_022225,2023-12-03,Male,1061000,Chrysler,300M,Auto,Black,26100,Suv,Austin
C_CND_022226,2023-12-03,Male,1020000,Dodge,Ram Wagon,Auto,Black,22000,Passenger,Janesville
C_CND_022227,2023-12-03,Male,912500,Ford,Expedition,Manual,Black,10500,Suv,Scottsdale
C_CND_022228,2023-12-03,Male,13500,Volkswagen,Passat,Manual,Pale White,12000,Hatchback,Austin
C_CND_022229,2023-12-03,Female,565000,Buick,Regal,Auto,Pale White,46000,Passenger,Middletown
C_CND_022230,2023-12-03,Male,1074000,Plymouth,Voyager,Manual,Black,75400,Passenger,Aurora
C_CND_022231,2023-12-03,Male,1021000,Hyundai,Elantra,Manual,Red,22100,Sedan,Greenville
C_CND_022232,2023-12-03,Male,620000,Ford,Focus,Manual,Red,17000,Hardtop,Austin
C_CND_022233,2023-12-03,Male,410000,Plymouth,Prowler,Auto,Red,39000,Hatchback,Scottsdale
C_CND_022234,2023-12-03,Male,815000,Ford,Escort,Manual,Black,12000,Passenger,Austin
C_CND_022235,2023-12-03,Male,300000,Bmw,323I,Auto,Red,22000,Hatchback,Middletown
C_CND_022236,2023-12-03,Female,397500,Saturn,Ls,Auto,Pale White,45500,Sedan,Aurora
C_CND_022237,2023-12-03,Male,470000,Nissan,Maxima,Manual,Pale White,22000,Sedan,Greenville
C_CND_022238,2023-12-03,Female,450000,Oldsmobile,Intrigue,Auto,Pale White,45000,Suv,Pasco
C_CND_022239,2023-12-03,Male,2800000,Bmw,323I,Auto,Red,19000,Hatchback,Janesville
C_CND_022240,2023-12-03,Male,531000,Jaguar,S-Type,Manual,Red,45000,Passenger,Scottsdale
C_CND_022241,2023-12-03,Male,665000,Buick,Regal,Auto,Black,19000,Passenger,Austin
C_CND_022242,2023-12-03,Male,685000,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Middletown
C_CND_022243,2023-12-03,Male,13500,Oldsmobile,Aurora,Manual,Red,34000,Passenger,Aurora
C_CND_022244,2023-12-03,Male,13500,Acura,Rl,Manual,Red,34000,Suv,Greenville
C_CND_022245,2023-12-03,Male,665000,Saturn,Ls,Auto,Pale White,45000,Sedan,Pasco
C_CND_022246,2023-12-03,Male,13500,Nissan,Frontier,Manual,Pale White,12000,Hatchback,Janesville
C_CND_022247,2023-12-03,Male,452000,Volvo,S70,Auto,Pale White,20000,Hardtop,Middletown
C_CND_022248,2023-12-03,Male,1150000,Ford,Taurus,Auto,Black,12000,Suv,Austin
C_CND_022249,2023-12-03,Male,1200000,Dodge,Durango,Manual,Pale White,27000,Suv,Middletown
C_CND_022250,2023-12-03,Male,13500,Subaru,Outback,Manual,Red,49000,Suv,Aurora
C_CND_022251,2023-12-03,Male,1130000,Acura,Integra,Auto,Black,45000,Passenger,Greenville
C_CND_022252,2023-12-03,Male,13500,Jaguar,S-Type,Manual,Pale White,20000,Passenger,Pasco
C_CND_022253,2023-12-03,Male,820000,Honda,Accord,Auto,Pale White,19000,Sedan,Janesville
C_CND_022254,2023-12-03,Male,760000,Volvo,S40,Manual,Black,36000,Sedan,Scottsdale
C_CND_022255,2023-12-03,Female,540000,Volkswagen,Beetle,Auto,Red,45000,Hardtop,Middletown
C_CND_022256,2023-12-03,Female,945000,Mitsubishi,Montero Sport,Manual,Pale White,12000,Hardtop,Scottsdale
C_CND_022257,2023-12-03,Male,13500,Toyota,Sienna,Manual,Black,27000,Passenger,Aurora
C_CND_022258,2023-12-03,Male,867500,Chevrolet,Prizm,Manual,Red,21500,Hardtop,Pasco
C_CND_022259,2023-12-03,Male,970000,Volvo,S70,Manual,Black,22000,Hardtop,Middletown
C_CND_022260,2023-12-03,Male,770000,Ford,Escort,Auto,Red,15000,Passenger,Janesville
C_CND_022261,2023-12-03,Male,887500,Mercedes-B,Slk230,Manual,Red,71500,Hatchback,Scottsdale
C_CND_022262,2023-12-03,Male,900000,Volkswagen,Cabrio,Auto,Pale White,17000,Sedan,Austin
C_CND_022263,2023-12-03,Male,1170000,Ford,Focus,Manual,Red,24000,Hardtop,Scottsdale
C_CND_022264,2023-12-03,Male,2650000,Mitsubishi,Montero Sport,Auto,Red,39000,Hardtop,Janesville
C_CND_022265,2023-12-03,Male,577500,Plymouth,Breeze,Manual,Pale White,16501,Hardtop,Austin
C_CND_022266,2023-12-03,Male,1705000,Nissan,Quest,Manual,Black,19500,Suv,Scottsdale
C_CND_022267,2023-12-03,Female,696000,Saturn,Sc,Auto,Red,12001,Hardtop,Greenville
C_CND_022268,2023-12-03,Male,13500,Oldsmobile,Silhouette,Auto,Red,12000,Sedan,Middletown
C_CND_022269,2023-12-03,Female,685000,Toyota,Rav4,Manual,Pale White,22000,Hatchback,Aurora
C_CND_022270,2023-12-03,Male,13500,Dodge,Durango,Auto,Pale White,10000,Suv,Greenville
C_CND_022271,2023-12-03,Male,13500,Lincoln,Continental,Manual,Black,42000,Passenger,Pasco
C_CND_022272,2023-12-03,Male,970000,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Janesville
C_CND_022273,2023-12-03,Male,13500,Toyota,Celica,Auto,Pale White,25000,Suv,Scottsdale
C_CND_022274,2023-12-03,Male,13500,Oldsmobile,Silhouette,Manual,Red,25000,Sedan,Austin
